name,equipment,primary_muscle,secondary_muscle,video,thumbnail
"Weighted Tricep Dips","Weighted","triceps","deltoid_anterior, latissimus_dorsi, chest_clavicular_head","https://apilyfta.com/static/GymvisualMP4/17551201-Weighted-Tricep-Dips_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/17551101-Weighted-Tricep-Dips_Upper-Arms_small.png"
"seated row","Cable","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/08611201-Cable-Seated-Row_Back-FIX_.mp4","https://apilyfta.com/static/GymvisualPNG/08611101-Cable-seated-row_Back_small.png"
"Dumbbell Walking Lunges","Dumbbell","gluteus_maximus, quadriceps","soleus","https://apilyfta.com/static/GymvisualMP4/15571201-Dumbbell-Walking-Lunges_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/15571101-Dumbbell-Walking-Lunges_Thighs_small.png"
"EZ Barbell Reverse Grip Curl","EZ Barbell","brachioradialis","biceps, brachialis","https://apilyfta.com/static/GymvisualMP4/04511201-EZ-Barbell-Reverse-Grip-Curl_Forearms.mp4","https://apilyfta.com/static/GymvisualPNG/04511101-EZ-Barbell-Reverse-Grip-Curl_Forearms_small.png"
"Cable One Arm Tricep Pushdown","Cable","triceps",,"https://apilyfta.com/static/GymvisualMP4/17231201-Cable-One-Arm-Tricep-Pushdown_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/17231101-Cable-One-Arm-Tricep-Pushdown_Upper-Arms_small.png"
"Close-Grip Bench Press","Barbell","triceps","deltoid_anterior, chest_clavicular_head","https://apilyfta.com/static/GymvisualMP4/00301201-Barbell-Close-Grip-Bench-Press_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/00301101-Barbell-Close-Grip-Bench-Press_Upper-Arms_small.png"
"Lever Lateral Pulldown","Leverage machine","latissimus_dorsi","triceps","https://apilyfta.com/static/GymvisualMP4/18701201-Lever-Lateral-Pulldown-(plate-loaded)_Back.mp4","https://apilyfta.com/static/GymvisualPNG/18701101-Lever-Lateral-Pulldown-(plate-loaded)_Back_small.png"
"Cable Seated Rear Delt Fly with Chest Support","Cable","deltoids","deltoid_lateral, infraspinatus, teres_minor, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/39431201-Cable-Seated-Rear-Delt-Fly-with-Chest-Support_Shou.mp4","https://apilyfta.com/static/GymvisualPNG/39431101-Cable-Seated-Rear-Delt-Fly-with-Chest-Support_Shoulders_small.png"
"Dumbbell Alternate Biceps Curl","Dumbbell","biceps","brachialis, brachioradialis","https://apilyfta.com/static/GymvisualMP4/02851201-Dumbbell-Alternate-Biceps-Curl_Upper-Arms-FIX_.mp4","https://apilyfta.com/static/GymvisualPNG/02851101-Dumbbell-Alternate-Biceps-Curl_Upper-Arms-AFIX_small.png"
"Rear Fly","Dumbbell","deltoids","deltoid_lateral, infraspinatus, teres_minor, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/03781201-Dumbbell-Rear-Fly_Shoulders.mp4","https://apilyfta.com/static/GymvisualPNG/03781101-Dumbbell-Rear-Fly_Shoulders_small.png"
"Band face pull","Band","deltoids","brachialis, brachioradialis, deltoid_lateral, infraspinatus, teres_minor, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/08961201-Band-face-pull_Shoulders.mp4","https://apilyfta.com/static/GymvisualPNG/08961101-Band-face-pull_Shoulders_small.png"
"Lever Seated Leg Extension","Leverage machine","quadriceps",,"https://apilyfta.com/static/GymvisualMP4/33861201-Lever-Seated-Leg-Extension-(VERSION-2)_Thighs.mp4","https://apilyfta.com/static/GymvisualPNG/33861101-Lever-Seated-Leg-Extension-(VERSION-2)_Thighs_small.png"
"Decline Push-Up","Body weight","chest_clavicular_head","deltoid_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/02791201-Decline-Push-Up_Chest-FIX_.mp4","https://apilyfta.com/static/GymvisualPNG/02791101-Decline-Push-Up-m_chest_small.png"
"Lever Alternating Narrow Grip Seated Row","Leverage machine","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/05711201-Lever-Single-Arm-Neutral-Grip-Seated-Row-(plate-lo.mp4","https://apilyfta.com/static/GymvisualPNG/05711101-Lever-Alternating-Narrow-Grip-Seated-Row-(plate-loaded)_Back_small.png"
"One arm Revers Wrist Curl","Dumbbell","wrist_extensors",,"https://apilyfta.com/static/GymvisualMP4/03581201-Dumbbell-One-arm-Revers-Wrist-Curl_Forearms.mp4","https://apilyfta.com/static/GymvisualPNG/03581101-Dumbbell-One-arm-Revers-Wrist-Curl_Forearms_small.png"
"Seated Hammer Curl","Dumbbell","biceps","wrist_flexors","https://apilyfta.com/static/GymvisualMP4/16781201-Dumbbell-Seated-Hammer-Curl_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/16781101-Dumbbell-Seated-Hammer-Curl_Upper-Arms_small.png"
"Smith Squat","Smith machine","gluteus_maximus, quadriceps","soleus","https://apilyfta.com/static/GymvisualMP4/07701201-Smith-Squat_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/07701101-Smith-Squat_Hips_small.png"
"Barbell Full Squat","Barbell","gluteus_maximus, quadriceps","soleus","https://apilyfta.com/static/GymvisualMP4/00431201-Barbell-Full-Squat_Thighs.mp4","https://apilyfta.com/static/GymvisualPNG/00431101-Barbell-Full-Squat-(without-weight)_Thighs_small.png"
"Seated Bicep Curl","Dumbbell","brachialis","biceps, brachioradialis",,"https://apilyfta.com/static/GymvisualPNG/16771101-Dumbbell-Seated-Bicep-Curl_Upper-Arms_small.png"
"Sit-Up","Body weight","iliopsoas, rectus_abdominis","obliques, quadriceps, sartorius, tensor_fasciae_femoris",,"https://apilyfta.com/static/GymvisualPNG/07351101-Sit-Up-II_waist_small.png"
"Decline Bench Press","Barbell",,"deltoid_anterior, chest_clavicular_head, triceps","https://apilyfta.com/static/GymvisualMP4/00331201-Barbell-Decline-Bench-Press_Chest-FIX_.mp4","https://apilyfta.com/static/GymvisualPNG/00331101-Barbell-Decline-Bench-Press_Chest-FIX_small.png"
"Lever One Leg Extension","Leverage machine","quadriceps","hamstrings","https://apilyfta.com/static/GymvisualMP4/15711201-Lever-One-Leg-Extension_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/15711101-Lever-One-Leg-Extension_Thighs_small.png"
"Lever Shoulder Press","Leverage machine","deltoid_anterior","deltoid_lateral, chest_clavicular_head, serratus_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/08691201-Lever-Shoulder-Press-(plate-loaded)-(VERSION-2)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/08691101-Lever-Shoulder-Press-(plate-loaded)-II_Shoulders_small.png"
"Dumbbell Biceps Curl","Dumbbell","biceps","brachialis, brachioradialis","https://apilyfta.com/static/GymvisualMP4/02941201-Dumbbell-Biceps-Curl_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/02941101-Dumbbell-Biceps-Curl_Upper-Arms_small.png"
"Cable Standing High Cross Triceps Extension","Cable","triceps",,"https://apilyfta.com/static/GymvisualMP4/37191201-Cable-Standing-High-Cross-Triceps-Extension_Upper-.mp4","https://apilyfta.com/static/GymvisualPNG/37191101-Cable-Standing-High-Cross-Triceps-Extension_Upper-Arms-FIX_small.png"
"Dumbbell Standing Overhead Press","Dumbbell","deltoid_anterior","deltoid_lateral, chest_clavicular_head, serratus_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/04261201-Dumbbell-Standing-Overhead-Press_shoulder.mp4","https://apilyfta.com/static/GymvisualPNG/04261101-Dumbbell-Standing-Overhead-Press_shoulder_small.png"
"Standing Cross-over High Reverse Fly","Cable","deltoids","deltoid_lateral, infraspinatus, teres_minor, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/02251201-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/02251101-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_small.png"
"Cable seated row","Cable","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/08611201-Cable-Seated-Row_Back-FIX_.mp4","https://apilyfta.com/static/GymvisualPNG/08611101-Cable-seated-row_Back_small.png"
"Lever Kneeling Leg Curl","Leverage machine","hamstrings","gastrocnemius, soleus","https://apilyfta.com/static/GymvisualMP4/05821201-Lever-Kneeling-Leg-Curl-(plate-loaded)_Thighs.mp4","https://apilyfta.com/static/GymvisualPNG/05821101-Lever-Kneeling-Leg-Curl-(plate-loaded)_Thighs_small.png"
"Bulgarian Split Squat","Body weight","gluteus_maximus, quadriceps","soleus","https://apilyfta.com/static/GymvisualMP4/35331201-Bulgarian-Split-Squat_Thighs.mp4","https://apilyfta.com/static/GymvisualPNG/35331101-Bulgarian-Split-Squat_Thighs_small.png"
"Lever Triceps Extension","Leverage machine","triceps",,"https://apilyfta.com/static/GymvisualMP4/06071201-Lever-Triceps-Extension_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/06071101-Lever-Triceps-Extension_Upper-Arms_small.png"
"Cable Front Raise","Cable","deltoid_anterior","deltoid_lateral, chest_clavicular_head, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/01621201-Cable-Front-Raise_Shoulders.mp4","https://apilyfta.com/static/GymvisualPNG/01621101-Cable-Front-Raise_Shoulders_small.png"
"Kickback","Dumbbell","triceps",,"https://apilyfta.com/static/GymvisualMP4/03331201-Dumbbell-Kickback_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/03331101-Dumbbell-Kickback_Upper-Arms_small.png"
"Lever Seated Calf Press","Leverage machine","gastrocnemius","soleus","https://apilyfta.com/static/GymvisualMP4/23351201-Lever-Seated-Calf-Press_Calves.mp4","https://apilyfta.com/static/GymvisualPNG/23351101-Lever-Seated-Calf-Press_Calves_small.png"
"Side Plank","Body weight","obliques",,"https://apilyfta.com/static/GymvisualMP4/07151201-Side-Plank-(male)_Waist-FIX_.mp4","https://apilyfta.com/static/GymvisualPNG/07151101-Side-Plank-m_Waist_small.png"
"Diamond Push-up","Body weight","triceps","deltoid_anterior, chest_clavicular_head","https://apilyfta.com/static/GymvisualMP4/02831201-Diamond-Push-up_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/02831101-Diamond-Push-up_Upper-Arms-FIX_small.png"
"Bench Dip","Body weight","triceps","deltoid_anterior, latissimus_dorsi","https://apilyfta.com/static/GymvisualMP4/01291201-Bench-Dip-(knees-bent)_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/01291101-Bench-Dip-(knees-bent)_Upper-Arms_small.png"
"Weighted Pull-Up","Weighted","latissimus_dorsi","biceps, brachialis, brachioradialis, infraspinatus, chest_clavicular_head, teres_major, teres_minor, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/08411201-Weighted-Pull-Up_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/08411101-Weighted-Pull-Up_back_small.png"
"Dumbbell Hammer Curl","Dumbbell","brachioradialis","biceps, brachialis","https://apilyfta.com/static/GymvisualMP4/03121201-Dumbbell-Hammer-Curl-(version-2)_Upper-Arms-FIX_.mp4","https://apilyfta.com/static/GymvisualPNG/03121101-Dumbbell-Hammer-Curl-II_Upper-Arms_small.png"
"Lever High Row","Leverage machine","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/05811201-Lever-High-Row-(plate-loaded)_Back.mp4","https://apilyfta.com/static/GymvisualPNG/05811101-Lever-High-Row-(plate-loaded)_Back_small.png"
"Lever Biceps Curl","Leverage machine","biceps","brachialis","https://apilyfta.com/static/GymvisualMP4/43361201-Lever-Biceps-Curl_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/43361101-Lever-Biceps-Curl_Upper-Arms_small.png"
"EZ Bar Lying Close Grip Triceps Extension Behind Head","EZ Barbell","triceps","deltoid_anterior, wrist_flexors",,"https://apilyfta.com/static/GymvisualPNG/17481101-EZ-Bar-Lying-Close-Grip-Triceps-Extension-Behind-Head_Upper-Arms_small.png"
"Pullover","Dumbbell",,"deltoids, latissimus_dorsi, teres_major, triceps","https://apilyfta.com/static/GymvisualMP4/03751201-Dumbbell-Pullover_Chest.mp4","https://apilyfta.com/static/GymvisualPNG/03751101-Dumbbell-Pullover_Chest_small.png"
"Close-Grip Front Lat Pulldown","Cable","latissimus_dorsi","brachialis, brachioradialis, deltoids, teres_major, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/10471201-Cable-Close-Grip-Front-Lat-Pulldown_Back.mp4","https://apilyfta.com/static/GymvisualPNG/10471101-Cable-Close-Grip-Front-Lat-Pulldown_Back_small.png"
"Barbell Incline Bench Press","Barbell","chest_clavicular_head","deltoid_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/00471201-Barbell-Incline-Bench-Press_Chest-FIX2_.mp4","https://apilyfta.com/static/GymvisualPNG/00471101-Barbell-Incline-Bench-Press_Chest-FIX_small.png"
"Bodyweight Standing Calf Raise","Body weight","gastrocnemius","soleus","https://apilyfta.com/static/GymvisualMP4/13731201-Bodyweight-Standing-Calf-Raise_Calves.mp4","https://apilyfta.com/static/GymvisualPNG/13731101-Bodyweight-Standing-Calf-Raise_Calves_small.png"
"Lying Single Extension","Dumbbell","triceps",,"https://apilyfta.com/static/GymvisualMP4/17351201-Dumbbell-Lying-Single-Extension_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/17351101-Dumbbell-Lying-Single-Extension_Upper-Arms_small.png"
"Cable Seated Row with V bar","Cable","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/26611201-Cable-Seated-Row-with-V-bar_Back.mp4","https://apilyfta.com/static/GymvisualPNG/26611101-Cable-Seated-Row-with-V-bar_Back_small.png"
"Dumbbell Fly","Dumbbell","chest_clavicular_head","biceps, deltoid_anterior","https://apilyfta.com/static/GymvisualMP4/03081201-Dumbbell-Fly_Chest-FIX2_.mp4","https://apilyfta.com/static/GymvisualPNG/03081101-Dumbbell-Fly_Chest-FIX_small.png"
"Lever Neutral Grip Seated Row","Leverage machine","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/05881201-Lever-Neutral-Grip-Seated-Row-(plate-loaded)_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/05881101-Lever-Narrow-Grip-Seated-Row-(plate-loaded)_Back_small.png"
"Behind Back Finger Curl","Barbell","wrist_flexors","deltoid_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/16101201-Barbell-Behind-Back-Finger-Curl_Forearms_.mp4","https://apilyfta.com/static/GymvisualPNG/16101101-Barbell-Behind-Back-Finger-Curl_Forearms_small.png"
"Lever Hip Thrust","Leverage machine","gluteus_maximus","hamstrings","https://apilyfta.com/static/GymvisualMP4/35491201-Lever-Hip-Thrust-(plate-loaded)-(female)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/35491101-Lever-Hip-Thrust-(plate-loaded)-(female)_Hips_small.png"
"Cable Rope Hammer Preacher Curl","Cable","brachialis","brachioradialis","https://apilyfta.com/static/GymvisualMP4/16391201-Cable-Rope-Hammer-Preacher-Curl_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/16391101-Cable-Rope-Hammer-Preacher-Curl_Upper-Arms_small.png"
"Assisted Chest Dip","Leverage machine",,"deltoid_anterior, latissimus_dorsi, chest_clavicular_head, teres_major, triceps","https://apilyfta.com/static/GymvisualMP4/00091201-Assisted-Chest-Dip-(kneeling)_Chest.mp4","https://apilyfta.com/static/GymvisualPNG/00091101-Assisted-Chest-Dip-(kneeling)_Chest_small.png"
"Cable Standing Cross-over High Reverse Fly","Cable","deltoids","deltoid_lateral, infraspinatus, teres_minor, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/02251201-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/02251101-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_small.png"
"Lever Military Press","Leverage machine","deltoid_anterior","deltoid_lateral, chest_clavicular_head, serratus_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/05871201-Lever-Military-Press-(plate-loaded)_shoulder.mp4","https://apilyfta.com/static/GymvisualPNG/05871101-Lever-Military-Press-(plate-loaded)_shoulder_small.png"
"Barbell Seated Overhead Press","Barbell","deltoid_anterior","deltoid_lateral, serratus_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/00911201-Barbell-Seated-Overhead-Press_Shoulders.mp4","https://apilyfta.com/static/GymvisualPNG/00911101-Barbell-Seated-Overhead-Press_Shoulders_small.png"
"Run","Body weight","gluteus_maximus, hamstrings, rectus_abdominis, sartorius",,"https://apilyfta.com/static/GymvisualMP4/06841201-Run-(equipment)_Cardio.mp4","https://apilyfta.com/static/GymvisualPNG/06841101-Run-(equipment)_Cardio_small.png"
"Lever Back Extension","Leverage machine",,"rectus_abdominis","https://apilyfta.com/static/GymvisualMP4/22661201-Lever-Back-Extension-(version-2)_Back.mp4","https://apilyfta.com/static/GymvisualPNG/22661101-Lever-Back-Extension-(version-2)_Back_small.png"
"Barbell Shrug","Barbell","trapezius","trapezius","https://apilyfta.com/static/GymvisualMP4/00951201-Barbell-Shrug_Back.mp4","https://apilyfta.com/static/GymvisualPNG/00951101-Barbell-Shrug_Back_small.png"
"One Arm Row","Dumbbell","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/12361201-Dumbbell-One-Arm-Row-(rack-support)_Back.mp4","https://apilyfta.com/static/GymvisualPNG/12361101-Dumbbell-One-Arm-Row-(rack-support)_Back_small.png"
"Hyperextension","Body weight",,"gluteus_maximus, hamstrings","https://apilyfta.com/static/GymvisualMP4/04891201-Hyperextension_Waist.mp4","https://apilyfta.com/static/GymvisualPNG/04891101-Hyperextension_Waist_small.png"
"Lever Rotary Calf","Leverage machine","gastrocnemius","soleus","https://apilyfta.com/static/GymvisualMP4/23151201-Lever-Rotary-Calf_Calves.mp4","https://apilyfta.com/static/GymvisualPNG/23151101-Lever-Rotary-Calf_Calves_small.png"
"Cable kickback","Cable","triceps",,"https://apilyfta.com/static/GymvisualMP4/08601201-Cable-kickback_Upper-arms_.mp4","https://apilyfta.com/static/GymvisualPNG/08601101-Cable-kickback_Upper-arms-FIX_small.png"
"Dumbbell Side Bend","Dumbbell","obliques",,"https://apilyfta.com/static/GymvisualMP4/04071201-Dumbbell-Side-Bend_Waist.mp4","https://apilyfta.com/static/GymvisualPNG/04071101-Dumbbell-Side-Bend_Waist_small.png"
"Dumbbell Lying Floor Skull Crusher","Dumbbell","triceps",,"https://apilyfta.com/static/GymvisualMP4/41511201-Dumbbell-Lying-Floor-Skullcrusher_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/41511101-Dumbbell-Lying-Floor-Skullcrusher_Upper-Arms_small.png"
"Standing One Arm Extension","Dumbbell","triceps",,"https://apilyfta.com/static/GymvisualMP4/04231201-Dumbbell-Standing-One-Arm-Extension_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/04231101-Dumbbell-Standing-One-Arm-Extension_Upper-Arms_small.png"
"Plate Hyperextension","Weighted","hamstrings","gluteus_maximus",,"https://apilyfta.com/static/GymvisualPNG/12341101-Plate-Hyperextension_Hips_small.png"
"Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension","Dumbbell","triceps",,,"https://apilyfta.com/static/GymvisualPNG/17381101-Dumbbell-Seated-Reverse-Grip-One-Arm-Overhead-Tricep-Extension_Upper-Arms_small.png"
